date,available
2024-02-22,68
2024-02-23,94
2024-02-24,101
2024-02-25,136
2024-02-26,141
2024-02-27,147
2024-02-28,145
2024-02-29,130
2024-03-01,120
2024-03-02,121
2024-03-03,160
2024-03-04,167
2024-03-05,177
2024-03-06,178
2024-03-07,177
2024-03-08,170
2024-03-09,163
2024-03-10,166
2024-03-11,173
2024-03-12,174
2024-03-13,178
2024-03-14,175
2024-03-15,167
2024-03-16,177
2024-03-17,189
2024-03-18,187
2024-03-19,190
2024-03-20,190
2024-03-21,187
2024-03-22,181
2024-03-23,177
2024-03-24,181
2024-03-25,183
2024-03-26,183
2024-03-27,182
2024-03-28,185
2024-03-29,180
2024-03-30,184
2024-03-31,185
2024-04-01,192
2024-04-02,193
2024-04-03,186
2024-04-04,179
2024-04-05,170
2024-04-06,143
2024-04-07,114
2024-04-08,153
2024-04-09,185
2024-04-10,196
2024-04-11,201
2024-04-12,195
2024-04-13,196
2024-04-14,204
2024-04-15,210
2024-04-16,211
2024-04-17,209
2024-04-18,210
2024-04-19,204
2024-04-20,204
2024-04-21,212
2024-04-22,209
2024-04-23,211
2024-04-24,212
2024-04-25,215
2024-04-26,212
2024-04-27,212
2024-04-28,217
2024-04-29,221
2024-04-30,222
2024-05-01,227
2024-05-02,225
2024-05-03,226
2024-05-04,226
2024-05-05,226
2024-05-06,232
2024-05-07,232
2024-05-08,230
2024-05-09,224
2024-05-10,222
2024-05-11,221
2024-05-12,227
2024-05-13,229
2024-05-14,229
2024-05-15,229
2024-05-16,229
2024-05-17,225
2024-05-18,225
2024-05-19,227
2024-05-20,228
2024-05-21,229
2024-05-22,208
2024-05-23,207
2024-05-24,205
2024-05-25,201
2024-05-26,200
2024-05-27,201
2024-05-28,202
2024-05-29,204
2024-05-30,203
2024-05-31,201
2024-06-01,199
2024-06-02,203
2024-06-03,205
2024-06-04,204
2024-06-05,205
2024-06-06,202
2024-06-07,202
2024-06-08,202
2024-06-09,202
2024-06-10,202
2024-06-11,202
2024-06-12,203
2024-06-13,206
2024-06-14,206
2024-06-15,206
2024-06-16,204
2024-06-17,204
2024-06-18,204
2024-06-19,204
2024-06-20,202
2024-06-21,202
2024-06-22,202
2024-06-23,202
2024-06-24,204
2024-06-25,204
2024-06-26,203
2024-06-27,203
2024-06-28,203
2024-06-29,203
2024-06-30,205
2024-07-01,207
2024-07-02,208
2024-07-03,207
2024-07-04,207
2024-07-05,209
2024-07-06,206
2024-07-07,205
2024-07-08,205
2024-07-09,204
2024-07-10,204
2024-07-11,205
2024-07-12,205
2024-07-13,205
2024-07-14,209
2024-07-15,209
2024-07-16,209
2024-07-17,209
2024-07-18,210
2024-07-19,209
2024-07-20,209
2024-07-21,210
2024-07-22,210
2024-07-23,210
2024-07-24,209
2024-07-25,209
2024-07-26,209
2024-07-27,210
2024-07-28,212
2024-07-29,212
2024-07-30,212
2024-07-31,212
2024-08-01,212
2024-08-02,212
2024-08-03,215
2024-08-04,214
2024-08-05,214
2024-08-06,214
2024-08-07,215
2024-08-08,216
2024-08-09,216
2024-08-10,218
2024-08-11,221
2024-08-12,221
2024-08-13,221
2024-08-14,221
2024-08-15,220
2024-08-16,220
2024-08-17,221
2024-08-18,222
2024-08-19,222
2024-08-20,191
2024-08-21,192
2024-08-22,192
2024-08-23,192
2024-08-24,192
2024-08-25,193
2024-08-26,193
2024-08-27,193
2024-08-28,193
2024-08-29,193
2024-08-30,192
2024-08-31,194
